userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,content_casefold,content_tokenized,content_stemmed,content_filtered,label
Star Light,"kenapa sekarang walaupun udah tersedia offline tetep loading ya, ribet banget",2,,2025-10-05 14:14:55,,,"kenapa sekarang walaupun udah tersedia offline tetep loading ya, ribet banget","['kenapa', 'sekarang', 'walaupun', 'sudah', 'tersedia', 'offline', 'tetap', 'loading', 'iya', 'ribet', 'banget']","['kenapa', 'sekarang', 'walaupun', 'sudah', 'sedia', 'offline', 'tetap', 'loading', 'iya', 'ribet', 'banget']","['offline', 'loading', 'ribet']",negative
Muh Imran Zacky,"Iklan makin mengganggu, tiba-tiba di alihkan ke laman browser lebih pas lagi serius-seriusnya membaca, tolong pihak developer kurangi dikit lah iklannya, atau seenggaknya jangan di alihkan ke laman lain :v plisssss, Wehhh kenapa updatenya malah nambahin warna oranye di status bar, bikin pusing bacanya, tau gak sih warna oranye tuh menarik perhatian jadi kita gak fokus baca ceritanya apalagi kalau malam.",1,10.73.0,2025-10-05 14:02:25,,,"iklan makin mengganggu, tiba-tiba di alihkan ke laman browser lebih pas lagi serius-seriusnya membaca, tolong pihak developer kurangi dikit lah iklannya, atau seenggaknya jangan di alihkan ke laman lain :v plisssss, wehhh kenapa updatenya malah nambahin warna oranye di status bar, bikin pusing bacanya, tau gak sih warna oranye tuh menarik perhatian jadi kita gak fokus baca ceritanya apalagi kalau malam.","['iklan', 'makin', 'mengganggu', 'tiba', 'tiba', 'di', 'alihkan', 'ke', 'laman', 'browser', 'lebih', 'pas', 'lagi', 'serius', 'seriusnya', 'membaca', 'tolong', 'pihak', 'developer', 'kurangi', 'dikit', 'lah', 'iklannya', 'atau', 'seen', 'gg', 'aku', 'nya', 'jangan', 'di', 'alihkan', 'ke', 'laman', 'lain', 'plis', 'weh', 'kenapa', 'update', 'malah', 'nambahin', 'warna', 'oranye', 'di', 'status', 'bar', 'bikin', 'pusing', 'bacanya', 'tau', 'tidak', 'sih', 'warna', 'oranye', 'tuh', 'menarik', 'perhatian', 'jadi', 'kita', 'tidak', 'fokus', 'baca', 'ceritanya', 'apalagi', 'kalau', 'malam']","['iklan', 'makin', 'ganggu', 'tiba', 'tiba', 'di', 'alih', 'ke', 'laman', 'browser', 'lebih', 'pas', 'lagi', 'serius', 'serius', 'baca', 'tolong', 'pihak', 'developer', 'kurang', 'dikit', 'lah', 'iklan', 'atau', 'seen', 'gg', 'aku', 'nya', 'jangan', 'di', 'alih', 'ke', 'laman', 'lain', 'plis', 'weh', 'kenapa', 'update', 'malah', 'nambahin', 'warna', 'oranye', 'di', 'status', 'bar', 'bikin', 'pusing', 'baca', 'tau', 'tidak', 'sih', 'warna', 'oranye', 'tuh', 'tarik', 'perhati', 'jadi', 'kita', 'tidak', 'fokus', 'baca', 'cerita', 'apalagi', 'kalau', 'malam']","['iklan', 'laman', 'browser', 'baca', 'developer', 'iklan', 'seen', 'gg', 'laman', 'weh', 'update', 'nambahin', 'warna', 'oranye', 'status', 'bar', 'pusing', 'baca', 'warna', 'oranye', 'perhati', 'fokus', 'baca', 'cerita', 'malam']",negative
deaymls,ailaikit,5,,2025-10-05 13:17:28,,,ailaikit,['ailaikit'],['ailaikit'],['ailaikit'],positive
Syaiha Bldan,"bagus tapi novel ""si karismatik Charlie wade"" hanya sampai bab 2000, nanti tolong sediakan yg bab 2000 sampai yg terbaru",4,11.15.1,2025-10-05 13:14:03,,,"bagus tapi novel ""si karismatik charlie wade"" hanya sampai bab 2000, nanti tolong sediakan yg bab 2000 sampai yg terbaru","['bagus', 'tapi', 'novel', 'si', 'karismatik', 'charlie', 'wade', 'hanya', 'sampai', 'bab', 'nanti', 'tolong', 'sediakan', 'yang', 'bab', 'sampai', 'yang', 'terbaru']","['bagus', 'tapi', 'novel', 'si', 'karismatik', 'charlie', 'wade', 'hanya', 'sampai', 'bab', 'nanti', 'tolong', 'sedia', 'yang', 'bab', 'sampai', 'yang', 'baru']","['novel', 'karismatik', 'charlie', 'wade', 'bab', 'bab']",positive
Aku Dewe,"ini banyak update kok malah tambah jelek sih kualitas aplikasinya? banyak banget bug nya, mau nulis atau baca cerita juga ga bisa, saat ku download ulang malah ga bisa bikin akun. udah di coba berkali kali tapi tetep ga bisa buat akun, tolong di perbaiki lagi ya.",1,,2025-10-05 12:54:54,,,"ini banyak update kok malah tambah jelek sih kualitas aplikasinya? banyak banget bug nya, mau nulis atau baca cerita juga ga bisa, saat ku download ulang malah ga bisa bikin akun. udah di coba berkali kali tapi tetep ga bisa buat akun, tolong di perbaiki lagi ya.","['ini', 'banyak', 'update', 'kok', 'malah', 'tambah', 'jelek', 'sih', 'kualitas', 'tolong', 'as', 'in', 'iya', 'banyak', 'banget', 'bug', 'nya', 'mau', 'nulis', 'atau', 'baca', 'cerita', 'juga', 'tidak', 'bisa', 'saat', 'ku', 'simpan', 'ulang', 'malah', 'tidak', 'bisa', 'bikin', 'akun', 'sudah', 'di', 'coba', 'berkali', 'kali', 'tapi', 'tetap', 'tidak', 'bisa', 'buat', 'akun', 'tolong', 'di', 'perbaiki', 'lagi', 'iya']","['ini', 'banyak', 'update', 'kok', 'malah', 'tambah', 'jelek', 'sih', 'kualitas', 'tolong', 'as', 'in', 'iya', 'banyak', 'banget', 'bug', 'nya', 'mau', 'nulis', 'atau', 'baca', 'cerita', 'juga', 'tidak', 'bisa', 'saat', 'ku', 'simpan', 'ulang', 'malah', 'tidak', 'bisa', 'bikin', 'akun', 'sudah', 'di', 'coba', 'kali', 'kali', 'tapi', 'tetap', 'tidak', 'bisa', 'buat', 'akun', 'tolong', 'di', 'baik', 'lagi', 'iya']","['update', 'jelek', 'kualitas', 'as', 'in', 'bug', 'nulis', 'baca', 'cerita', 'simpan', 'akun', 'akun', 'baik']",negative
Lula Park,"Kok sekarang makin sering error ya, sinyal dan jaringan bagus tapi gabisa kebuka aplikasinya. Pengen baca jadi gak bisa. Tolong diperbaiki secepatnya yaaa",3,11.15.1,2025-10-05 12:48:36,,,"kok sekarang makin sering error ya, sinyal dan jaringan bagus tapi gabisa kebuka aplikasinya. pengen baca jadi gak bisa. tolong diperbaiki secepatnya yaaa","['kok', 'sekarang', 'makin', 'sering', 'error', 'iya', 'sinyal', 'dan', 'jaringan', 'bagus', 'tapi', 'gabisa', 'kebuka', 'tolong', 'as', 'in', 'iya', 'pengen', 'baca', 'jadi', 'tidak', 'bisa', 'tolong', 'diperbaiki', 'secepatnya', 'ya']","['kok', 'sekarang', 'makin', 'sering', 'error', 'iya', 'sinyal', 'dan', 'jaring', 'bagus', 'tapi', 'gabisa', 'buka', 'tolong', 'as', 'in', 'iya', 'ken', 'baca', 'jadi', 'tidak', 'bisa', 'tolong', 'baik', 'cepat', 'ya']","['error', 'sinyal', 'jaring', 'gabisa', 'as', 'in', 'baca', 'baik', 'cepat', 'ya']",neutral
Fitria Azijah,"Jujur, aplikasinya bagus dan cukup memuaskan. Minusnya kenapa suka log out tiba-tiba, udah gitu kalau masuk kembali cerita di draf kadang pada ilang. Teruntuk pihak Wattpad, tolong diperbaiki yaa cintaaa😇😇😇/soalnya itu bikin kesel. Sekian terimakasih.",4,11.15.1,2025-10-05 12:12:53,,,"jujur, aplikasinya bagus dan cukup memuaskan. minusnya kenapa suka log out tiba-tiba, udah gitu kalau masuk kembali cerita di draf kadang pada ilang. teruntuk pihak wattpad, tolong diperbaiki yaa cintaaa😇😇😇/soalnya itu bikin kesel. sekian terimakasih.","['jujur', 'tolong', 'as', 'in', 'iya', 'bagus', 'dan', 'cukup', 'memuaskan', 'minusnya', 'kenapa', 'suka', 'login', 'out', 'tiba', 'tiba', 'sudah', 'gitu', 'kalau', 'masuk', 'kembali', 'cerita', 'di', 'draft', 'kadang', 'pada', 'hilang', 'teruntuk', 'pihak', 'wattpad', 'tolong', 'diperbaiki', 'iya', 'cinta', 'soalnya', 'itu', 'bikin', 'kesel', 'sekian', 'terima', 'kasih']","['jujur', 'tolong', 'as', 'in', 'iya', 'bagus', 'dan', 'cukup', 'muas', 'minus', 'kenapa', 'suka', 'login', 'out', 'tiba', 'tiba', 'sudah', 'gitu', 'kalau', 'masuk', 'kembali', 'cerita', 'di', 'draft', 'kadang', 'pada', 'hilang', 'untuk', 'pihak', 'wattpad', 'tolong', 'baik', 'iya', 'cinta', 'soal', 'itu', 'bikin', 'kesel', 'sekian', 'terima', 'kasih']","['as', 'in', 'muas', 'minus', 'suka', 'login', 'out', 'masuk', 'cerita', 'draft', 'hilang', 'baik', 'cinta', 'kesel']",positive
Annisa Queenzha,"sangat bagus, aku menyukainya",5,,2025-10-05 11:01:59,,,"sangat bagus, aku menyukainya","['sangat', 'bagus', 'aku', 'men', 'yukai', 'nya']","['sangat', 'bagus', 'aku', 'men', 'yukai', 'nya']",['yukai'],positive
Irmayanti Sri Rejeki,"Maaf , ini kenapa ya pas aku mau buat cerita di WP tiba tiba log out gitu . . . Mohon untuk dibenerin ya kak",5,10.28.0,2025-10-05 10:34:52,,,"maaf , ini kenapa ya pas aku mau buat cerita di wp tiba tiba log out gitu . . . mohon untuk dibenerin ya kak","['maaf', 'ini', 'kenapa', 'iya', 'pas', 'aku', 'mau', 'buat', 'cerita', 'di', 'wattpad', 'tiba', 'tiba', 'login', 'out', 'gitu', 'mohon', 'untuk', 'dibenerin', 'iya', 'kak']","['maaf', 'ini', 'kenapa', 'iya', 'pas', 'aku', 'mau', 'buat', 'cerita', 'di', 'wattpad', 'tiba', 'tiba', 'login', 'out', 'gitu', 'mohon', 'untuk', 'dibenerin', 'iya', 'kak']","['cerita', 'login', 'out']",positive
alicya y.n,"beuhh, cerita nya bagus² cuy",5,11.15.1,2025-10-05 10:15:28,,,"beuhh, cerita nya bagus² cuy","['beuhh', 'cerita', 'nya', 'bagus', 'cuy']","['beuhh', 'cerita', 'nya', 'bagus', 'cuy']","['beuhh', 'cerita', 'cuy']",positive
Hafizah Khairani,gatau blm nyoba,5,11.15.1,2025-10-05 09:50:03,,,gatau blm nyoba,"['gatau', 'blm', 'nyoba']","['gatau', 'blm', 'nyoba']","['blm', 'nyoba']",positive
Hartini,"udah dari 2023 mantengin wattpad dan menurut ku apk ini slalu oke gak ada celah, apalagi wattpad selalu menjadi wadah untuk kreativitas para anak bangsa. Pokoknya Wattpad paling oke 👌👌👌",5,11.13.0,2025-10-05 06:20:10,,,"udah dari 2023 mantengin wattpad dan menurut ku apk ini slalu oke gak ada celah, apalagi wattpad selalu menjadi wadah untuk kreativitas para anak bangsa. pokoknya wattpad paling oke 👌👌👌","['sudah', 'dari', 'mantengin', 'wattpad', 'dan', 'menurut', 'ku', 'aplikasi', 'ini', 'slalu', 'oke', 'tidak', 'ada', 'celah', 'apalagi', 'wattpad', 'selalu', 'menjadi', 'wadah', 'untuk', 'kreativ', 'it', 'as', 'para', 'anak', 'bangsa', 'pokoknya', 'wattpad', 'paling', 'oke']","['sudah', 'dari', 'mantengin', 'wattpad', 'dan', 'turut', 'ku', 'aplikasi', 'ini', 'slalu', 'oke', 'tidak', 'ada', 'celah', 'apalagi', 'wattpad', 'selalu', 'jadi', 'wadah', 'untuk', 'kreativ', 'it', 'as', 'para', 'anak', 'bangsa', 'pokok', 'wattpad', 'paling', 'oke']","['mantengin', 'slalu', 'celah', 'wadah', 'kreativ', 'it', 'as', 'anak', 'bangsa', 'pokok']",positive
Felicia Renata,kebanyakan iklan.,3,11.15.1,2025-10-05 06:03:15,,,kebanyakan iklan.,"['kebanyakan', 'iklan']","['banyak', 'iklan']",['iklan'],neutral
Raimah Dani,"kenapa ya wp ny enggak bisa dibuka? tolong dongg Wattpad ny supaya bisa digunakan lagii ,ini udah 3 hari",1,11.15.1,2025-10-05 05:48:32,,,"kenapa ya wp ny enggak bisa dibuka? tolong dongg wattpad ny supaya bisa digunakan lagii ,ini udah 3 hari","['kenapa', 'iya', 'wattpad', 'nya', 'enggak', 'bisa', 'dibuka', 'tolong', 'dong', 'wattpad', 'nya', 'supaya', 'bisa', 'digunakan', 'lagii', 'ini', 'sudah', 'hari']","['kenapa', 'iya', 'wattpad', 'nya', 'enggak', 'bisa', 'buka', 'tolong', 'dong', 'wattpad', 'nya', 'supaya', 'bisa', 'guna', 'lagi', 'ini', 'sudah', 'hari']",[],negative
Maharani Mdk,"aplikasi nya makin kesini makin aneh, padahal internet nya bagus tapi aplikasi nya ga nyambung sama sekali, pas aku dowload ulang malah ga bisa bikin akun. tolong aplikasinya di perbaiki lagi.",1,11.15.1,2025-10-05 05:30:04,,,"aplikasi nya makin kesini makin aneh, padahal internet nya bagus tapi aplikasi nya ga nyambung sama sekali, pas aku dowload ulang malah ga bisa bikin akun. tolong aplikasinya di perbaiki lagi.","['aplikasi', 'nya', 'makin', 'kesini', 'makin', 'aneh', 'padahal', 'internet', 'nya', 'bagus', 'tapi', 'aplikasi', 'nya', 'tidak', 'nyambung', 'sama', 'sekali', 'pas', 'aku', 'dowload', 'ulang', 'malah', 'tidak', 'bisa', 'bikin', 'akun', 'tolong', 'tolong', 'as', 'in', 'iya', 'di', 'perbaiki', 'lagi']","['aplikasi', 'nya', 'makin', 'kesini', 'makin', 'aneh', 'padahal', 'internet', 'nya', 'bagus', 'tapi', 'aplikasi', 'nya', 'tidak', 'nyambung', 'sama', 'sekali', 'pas', 'aku', 'dowload', 'ulang', 'malah', 'tidak', 'bisa', 'bikin', 'akun', 'tolong', 'tolong', 'as', 'in', 'iya', 'di', 'baik', 'lagi']","['aneh', 'internet', 'nyambung', 'dowload', 'akun', 'as', 'in', 'baik']",negative
Laila Anisa Fitri,banyak iklan,1,,2025-10-05 05:12:17,,,banyak iklan,"['banyak', 'iklan']","['banyak', 'iklan']",['iklan'],negative
Srie Ayyattunn,suka aja udah lama langganan,5,11.15.1,2025-10-05 05:00:44,,,suka aja udah lama langganan,"['suka', 'aja', 'sudah', 'lama', 'langganan']","['suka', 'aja', 'sudah', 'lama', 'langgan']","['suka', 'lama', 'langgan']",positive
Siska Amelia,saya mengkasih bintang satu karena wattpad nya tdk mau terbuka padahal jaringan wifi saya lancar tdk jelek sama sekali . saya sungguh kecewa sama wattpad,1,11.15.1,2025-10-05 04:50:25,,,saya mengkasih bintang satu karena wattpad nya tdk mau terbuka padahal jaringan wifi saya lancar tdk jelek sama sekali . saya sungguh kecewa sama wattpad,"['saya', 'mengkasih', 'bintang', 'satu', 'karena', 'wattpad', 'nya', 'tidak', 'mau', 'terbuka', 'padahal', 'jaringan', 'wifi', 'saya', 'lancar', 'tidak', 'jelek', 'sama', 'sekali', 'saya', 'sungguh', 'kecewa', 'sama', 'wattpad']","['saya', 'kasih', 'bintang', 'satu', 'karena', 'wattpad', 'nya', 'tidak', 'mau', 'buka', 'padahal', 'jaring', 'wifi', 'saya', 'lancar', 'tidak', 'jelek', 'sama', 'sekali', 'saya', 'sungguh', 'kecewa', 'sama', 'wattpad']","['bintang', 'jaring', 'wifi', 'jelek', 'sungguh', 'kecewa']",negative
Nayla Putri Mariska,"beranda dan daftar bacaan gabisa dibuka katanya tidak dapat terhubung ke internet, padahal sinyal kenceng buka app lain lancar. udah beberapa minggu kayak gini, tolong perbaiki.",1,11.15.1,2025-10-05 04:30:00,,,"beranda dan daftar bacaan gabisa dibuka katanya tidak dapat terhubung ke internet, padahal sinyal kenceng buka app lain lancar. udah beberapa minggu kayak gini, tolong perbaiki.","['beranda', 'dan', 'daftar', 'bacaan', 'gabisa', 'dibuka', 'katanya', 'tidak', 'dapat', 'terhubung', 'ke', 'internet', 'padahal', 'sinyal', 'kenceng', 'buka', 'aplikasi', 'lain', 'lancar', 'sudah', 'beberapa', 'minggu', 'seperti', 'gini', 'tolong', 'perbaiki']","['beranda', 'dan', 'daftar', 'baca', 'gabisa', 'buka', 'kata', 'tidak', 'dapat', 'hubung', 'ke', 'internet', 'padahal', 'sinyal', 'kenceng', 'buka', 'aplikasi', 'lain', 'lancar', 'sudah', 'beberapa', 'minggu', 'seperti', 'gin', 'tolong', 'baik']","['beranda', 'daftar', 'baca', 'gabisa', 'kata', 'internet', 'sinyal', 'kenceng', 'baik']",negative
Ziw Kpp,"aplikasi aneh b*b* gw login google mlah kesalahan trus, gw tungguin ampe sore ampe besoknya lagi tetep gabisa login, aplikasi aneh",1,,2025-10-05 03:57:17,,,"aplikasi aneh b*b* gw login google mlah kesalahan trus, gw tungguin ampe sore ampe besoknya lagi tetep gabisa login, aplikasi aneh","['aplikasi', 'aneh', 'aku', 'login', 'google', 'mlah', 'kesalahan', 'terus', 'aku', 'tungguin', 'ampe', 'sore', 'ampe', 'besoknya', 'lagi', 'tetap', 'gabisa', 'login', 'aplikasi', 'aneh']","['aplikasi', 'aneh', 'aku', 'login', 'google', 'mlah', 'salah', 'terus', 'aku', 'tungguin', 'ampe', 'sore', 'ampe', 'besok', 'lagi', 'tetap', 'gabisa', 'login', 'aplikasi', 'aneh']","['aneh', 'login', 'google', 'mlah', 'tungguin', 'ampe', 'sore', 'ampe', 'besok', 'gabisa', 'login', 'aneh']",negative
Biodata Veer Zara,ni apk emang bagus sih tapi...KENAPA MAKIN KESINI MAKIN NGE BUG FAKKKK🥰🥀,3,11.15.1,2025-10-05 03:17:10,,,ni apk emang bagus sih tapi...kenapa makin kesini makin nge bug fakkkk🥰🥀,"['ini', 'aplikasi', 'emang', 'bagus', 'sih', 'tapi', 'kenapa', 'makin', 'kesini', 'makin', 'nge', 'bug', 'fak']","['ini', 'aplikasi', 'emang', 'bagus', 'sih', 'tapi', 'kenapa', 'makin', 'kesini', 'makin', 'nge', 'bug', 'fak']","['bug', 'fak']",neutral
nia hijrah.,"WOII INI KENAPAAA ERORR SIH, AKU MAU LOGIN GA BISA TRUS, JARINGAN BAIK BAIK AJA, KENAPA BUG NYA PARAH, BENERINNN GA?!! AKU MAUU BACA AJA SUSAH!! BENERINNNN TOLONGGG WEHHH",1,,2025-10-05 02:38:08,,,"woii ini kenapaaa erorr sih, aku mau login ga bisa trus, jaringan baik baik aja, kenapa bug nya parah, benerinnn ga?!! aku mauu baca aja susah!! benerinnnn tolonggg wehhh","['woii', 'ini', 'kenapa', 'erorr', 'sih', 'aku', 'mau', 'login', 'tidak', 'bisa', 'terus', 'jaringan', 'baik', 'baik', 'aja', 'kenapa', 'bug', 'nya', 'parah', 'benerin', 'tidak', 'aku', 'mauu', 'baca', 'aja', 'susah', 'benerin', 'tolong', 'weh']","['woii', 'ini', 'kenapa', 'erorr', 'sih', 'aku', 'mau', 'login', 'tidak', 'bisa', 'terus', 'jaring', 'baik', 'baik', 'aja', 'kenapa', 'bug', 'nya', 'parah', 'benerin', 'tidak', 'aku', 'mauu', 'baca', 'aja', 'susah', 'benerin', 'tolong', 'weh']","['woii', 'erorr', 'login', 'jaring', 'baik', 'baik', 'bug', 'mauu', 'baca', 'susah', 'weh']",negative
Pedal Pedal,nggak perlu diragukan lagi best pokonya,5,,2025-10-05 01:22:04,,,nggak perlu diragukan lagi best pokonya,"['tidak', 'perlu', 'diragukan', 'lagi', 'best', 'pokonya']","['tidak', 'perlu', 'ragu', 'lagi', 'best', 'poko']","['ragu', 'best', 'poko']",positive
Nisaa Khaerunnisa,waw,5,,2025-10-05 00:40:46,,,waw,['waw'],['waw'],['waw'],positive
yoshiro no yukki,Di-update bukannya makin bagus malah makin burik,1,11.15.1,2025-10-04 17:37:36,,,di-update bukannya makin bagus malah makin burik,"['di', 'update', 'bukannya', 'makin', 'bagus', 'malah', 'makin', 'burik']","['di', 'update', 'bukan', 'makin', 'bagus', 'malah', 'makin', 'burik']","['update', 'burik']",negative
Sу́а́цку пГа́ф1т1а́,sumpah iklan muluu gk habis,1,8.78.0,2025-10-04 17:06:17,,,sumpah iklan muluu gk habis,"['sumpah', 'iklan', 'muluu', 'tidak', 'habis']","['sumpah', 'iklan', 'muluu', 'tidak', 'habis']","['iklan', 'muluu']",negative
Inar Wati,banyak iklan.terus pas nonton iklan eps malah keulang dari awal lagi🙄🙄🙄jengkel banget gw baca kalo gini. wifi habis cuman nontonin iklan gitu? 1 bab bisa sampai 3 iklan. prettttt jadi ogah baca anjjj,1,11.15.1,2025-10-04 15:44:41,,,banyak iklan.terus pas nonton iklan eps malah keulang dari awal lagi🙄🙄🙄jengkel banget gw baca kalo gini. wifi habis cuman nontonin iklan gitu? 1 bab bisa sampai 3 iklan. prettttt jadi ogah baca anjjj,"['banyak', 'iklan', 'terus', 'pas', 'nonton', 'iklan', 'eps', 'malah', 'keulang', 'dari', 'awal', 'lagi', 'jeng', 'kel', 'banget', 'aku', 'baca', 'kalau', 'gini', 'wifi', 'habis', 'cuma', 'nontonin', 'iklan', 'gitu', 'bab', 'bisa', 'sampai', 'iklan', 'pret', 'jadi', 'ogah', 'baca', 'anj']","['banyak', 'iklan', 'terus', 'pas', 'nonton', 'iklan', 'eps', 'malah', 'ulang', 'dari', 'awal', 'lagi', 'jeng', 'kel', 'banget', 'aku', 'baca', 'kalau', 'gin', 'wifi', 'habis', 'cuma', 'nontonin', 'iklan', 'gitu', 'bab', 'bisa', 'sampai', 'iklan', 'pret', 'jadi', 'ogah', 'baca', 'anj']","['iklan', 'nonton', 'iklan', 'awal', 'jeng', 'kel', 'baca', 'wifi', 'nontonin', 'iklan', 'bab', 'iklan', 'pret', 'ogah', 'baca', 'anj']",negative
Sadimin Sadimin,saya suka banget,5,,2025-10-04 15:29:56,,,saya suka banget,"['saya', 'suka', 'banget']","['saya', 'suka', 'banget']",['suka'],positive
Sri Rahayu,"gak bisa login mulu, lewat web sama . server down kah ?",1,,2025-10-04 14:35:06,,,"gak bisa login mulu, lewat web sama . server down kah ?","['tidak', 'bisa', 'login', 'mulu', 'lewat', 'web', 'sama', 'server', 'down', 'kah']","['tidak', 'bisa', 'login', 'mulu', 'lewat', 'web', 'sama', 'server', 'down', 'kah']","['login', 'web', 'server', 'down']",negative
Suminar,eror mulu kak,2,11.15.1,2025-10-04 14:18:19,,,eror mulu kak,"['error', 'mulu', 'kak']","['error', 'mulu', 'kak']",['error'],negative
Sintaa ADU,"𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑔𝑢𝑠, 𝑏𝑖𝑠𝑎 𝑚𝑒𝑛𝑔ℎ𝑖𝑏𝑢𝑟 😍🫰",5,,2025-10-04 13:16:24,,,"𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑔𝑢𝑠, 𝑏𝑖𝑠𝑎 𝑚𝑒𝑛𝑔ℎ𝑖𝑏𝑢𝑟 😍🫰","['sangat', 'bagus', 'bisa', 'menghibur']","['sangat', 'bagus', 'bisa', 'hibur']",['hibur'],positive
Talenta Silalahi,"Suka sih banyak cerita nya tapi tolong jangan sering nge lag jadi lama nunggu nya kadang dia lemot gitu, trus ini knpa jdi ga bisa di buka ya pdhal udh pakai wifi ttp aj ktnya gaada internet",4,11.15.1,2025-10-04 13:08:21,,,"suka sih banyak cerita nya tapi tolong jangan sering nge lag jadi lama nunggu nya kadang dia lemot gitu, trus ini knpa jdi ga bisa di buka ya pdhal udh pakai wifi ttp aj ktnya gaada internet","['suka', 'sih', 'banyak', 'cerita', 'nya', 'tapi', 'tolong', 'jangan', 'sering', 'nge', 'lag', 'jadi', 'lama', 'nunggu', 'nya', 'kadang', 'dia', 'lag', 'gitu', 'terus', 'ini', 'kenapa', 'jadi', 'tidak', 'bisa', 'di', 'buka', 'iya', 'pdhal', 'sudah', 'pakai', 'wifi', 'tetap', 'aja', 'ktnya', 'gaada', 'internet']","['suka', 'sih', 'banyak', 'cerita', 'nya', 'tapi', 'tolong', 'jangan', 'sering', 'nge', 'lag', 'jadi', 'lama', 'nunggu', 'nya', 'kadang', 'dia', 'lag', 'gitu', 'terus', 'ini', 'kenapa', 'jadi', 'tidak', 'bisa', 'di', 'buka', 'iya', 'pdhal', 'sudah', 'pakai', 'wifi', 'tetap', 'aja', 'ktnya', 'gaada', 'internet']","['suka', 'cerita', 'lag', 'lama', 'lag', 'pdhal', 'wifi', 'ktnya', 'internet']",positive
Annisa Kusuma Dewi,"Heh, Wattpad! Awas aja kau, ya. Udah aku kasih bintang 5, bisa2nya kau bikin akunku off dan waktu aku login lagi, ceritaku semuanya hilang! Itu udah hampir 5 bab, loh😭 gitu amat sih. Sekarang mau pulihin gimana caranya, kau nihhh😭",5,11.15.1,2025-10-04 12:29:29,,,"heh, wattpad! awas aja kau, ya. udah aku kasih bintang 5, bisa2nya kau bikin akunku off dan waktu aku login lagi, ceritaku semuanya hilang! itu udah hampir 5 bab, loh😭 gitu amat sih. sekarang mau pulihin gimana caranya, kau nihhh😭","['heh', 'wattpad', 'awas', 'aja', 'kamu', 'iya', 'sudah', 'aku', 'kasih', 'bintang', 'bisa', 'nya', 'kamu', 'bikin', 'akunku', 'off', 'dan', 'waktu', 'aku', 'login', 'lagi', 'ceritaku', 'semuanya', 'hilang', 'itu', 'sudah', 'hampir', 'bab', 'loh', 'gitu', 'amat', 'sih', 'sekarang', 'mau', 'pulihin', 'gimana', 'caranya', 'kamu', 'nih']","['heh', 'wattpad', 'awas', 'aja', 'kamu', 'iya', 'sudah', 'aku', 'kasih', 'bintang', 'bisa', 'nya', 'kamu', 'bikin', 'akun', 'off', 'dan', 'waktu', 'aku', 'login', 'lagi', 'cerita', 'semua', 'hilang', 'itu', 'sudah', 'hampir', 'bab', 'loh', 'gitu', 'amat', 'sih', 'sekarang', 'mau', 'pulihin', 'gimana', 'cara', 'kamu', 'nih']","['heh', 'awas', 'bintang', 'akun', 'off', 'waktu', 'login', 'cerita', 'hilang', 'hampir', 'bab', 'amat', 'pulihin']",positive
